consultant_id,practice_area,level,month,available_hours,billable_hours,non_billable_hours,bench_hours,utilisation_pct,utilisation_target_pct
MP-0008,Strategy & Growth,Director,2023-06-01,168,76.0,41.0,51.0,45.5,55.0
MP-0008,Strategy & Growth,Director,2023-07-01,168,97.0,27.0,44.0,57.6,55.0
MP-0008,Strategy & Growth,Director,2023-08-01,168,57.0,26.0,85.0,34.2,55.0
MP-0008,Strategy & Growth,Director,2023-09-01,168,88.0,38.0,42.0,52.7,55.0
MP-0008,Strategy & Growth,Director,2023-10-01,168,81.0,37.0,50.0,48.4,55.0
MP-0008,Strategy & Growth,Director,2023-11-01,168,81.0,34.0,53.0,47.9,55.0
MP-0008,Strategy & Growth,Director,2023-12-01,168,64.0,41.0,63.0,38.2,55.0
MP-0008,Strategy & Growth,Director,2024-01-01,168,72.0,38.0,58.0,42.6,55.0
MP-0008,Strategy & Growth,Director,2024-02-01,168,87.0,23.0,58.0,51.5,55.0
MP-0008,Strategy & Growth,Director,2024-03-01,168,80.0,32.0,56.0,47.4,55.0
MP-0008,Strategy & Growth,Director,2024-04-01,168,109.0,37.0,22.0,65.0,55.0
MP-0008,Strategy & Growth,Director,2024-05-01,168,92.0,30.0,46.0,54.7,55.0
MP-0008,Strategy & Growth,Director,2024-06-01,168,106.0,28.0,34.0,63.0,55.0
MP-0008,Strategy & Growth,Director,2024-07-01,168,86.0,34.0,48.0,51.3,55.0
MP-0008,Strategy & Growth,Director,2024-08-01,168,69.0,28.0,71.0,41.2,55.0
MP-0008,Strategy & Growth,Director,2024-09-01,168,72.0,19.0,77.0,43.0,55.0
MP-0008,Strategy & Growth,Director,2024-10-01,168,81.0,17.0,70.0,48.0,55.0
MP-0008,Strategy & Growth,Director,2024-11-01,168,92.0,41.0,35.0,54.6,55.0
MP-0008,Strategy & Growth,Director,2024-12-01,168,83.0,18.0,67.0,49.1,55.0
MP-0009,Strategy & Growth,Director,2023-01-01,168,78.0,32.0,58.0,46.6,55.0
MP-0009,Strategy & Growth,Director,2023-02-01,168,108.0,28.0,32.0,64.3,55.0
MP-0009,Strategy & Growth,Director,2023-03-01,168,99.0,20.0,49.0,58.6,55.0
MP-0009,Strategy & Growth,Director,2023-04-01,168,71.0,27.0,70.0,42.2,55.0
MP-0009,Strategy & Growth,Director,2023-05-01,168,91.0,40.0,37.0,54.0,55.0
MP-0009,Strategy & Growth,Director,2023-06-01,168,89.0,21.0,58.0,53.1,55.0
MP-0009,Strategy & Growth,Director,2023-07-01,168,98.0,42.0,28.0,58.6,55.0
MP-0009,Strategy & Growth,Director,2023-08-01,168,88.0,29.0,51.0,52.2,55.0
MP-0009,Strategy & Growth,Director,2023-09-01,168,81.0,26.0,61.0,48.4,55.0
MP-0009,Strategy & Growth,Director,2023-10-01,168,70.0,23.0,75.0,41.9,55.0
MP-0009,Strategy & Growth,Director,2023-11-01,168,83.0,17.0,68.0,49.4,55.0
MP-0009,Strategy & Growth,Director,2023-12-01,168,62.0,27.0,79.0,37.0,55.0
MP-0009,Strategy & Growth,Director,2024-01-01,168,92.0,34.0,42.0,54.7,55.0
MP-0009,Strategy & Growth,Director,2024-02-01,168,124.0,26.0,18.0,74.1,55.0
MP-0009,Strategy & Growth,Director,2024-03-01,168,84.0,30.0,54.0,50.2,55.0
MP-0009,Strategy & Growth,Director,2024-04-01,168,81.0,18.0,69.0,48.3,55.0
MP-0009,Strategy & Growth,Director,2024-05-01,168,86.0,26.0,56.0,51.1,55.0
MP-0009,Strategy & Growth,Director,2024-06-01,168,109.0,27.0,32.0,64.6,55.0
MP-0009,Strategy & Growth,Director,2024-07-01,168,94.0,28.0,46.0,56.2,55.0
MP-0009,Strategy & Growth,Director,2024-08-01,168,57.0,35.0,76.0,33.6,55.0
MP-0009,Strategy & Growth,Director,2024-09-01,168,81.0,37.0,50.0,48.2,55.0
MP-0009,Strategy & Growth,Director,2024-10-01,168,101.0,32.0,35.0,60.1,55.0
MP-0009,Strategy & Growth,Director,2024-11-01,168,106.0,28.0,34.0,62.8,55.0
MP-0009,Strategy & Growth,Director,2024-12-01,168,70.0,21.0,77.0,41.6,55.0
MP-0010,Strategy & Growth,Director,2023-01-01,168,117.0,37.0,14.0,69.5,55.0
MP-0010,Strategy & Growth,Director,2023-02-01,168,95.0,36.0,37.0,56.3,55.0
MP-0010,Strategy & Growth,Director,2023-03-01,168,84.0,38.0,46.0,50.1,55.0
MP-0010,Strategy & Growth,Director,2023-04-01,168,87.0,39.0,42.0,51.5,55.0
MP-0010,Strategy & Growth,Director,2023-05-01,168,100.0,29.0,39.0,59.4,55.0
MP-0010,Strategy & Growth,Director,2023-06-01,168,90.0,42.0,36.0,53.4,55.0
MP-0010,Strategy & Growth,Director,2023-07-01,168,82.0,31.0,55.0,49.1,55.0
MP-0010,Strategy & Growth,Director,2023-08-01,168,65.0,35.0,68.0,38.8,55.0
MP-0010,Strategy & Growth,Director,2023-09-01,168,126.0,22.0,20.0,74.8,55.0
MP-0010,Strategy & Growth,Director,2023-10-01,168,117.0,23.0,28.0,69.6,55.0
MP-0010,Strategy & Growth,Director,2023-11-01,168,96.0,40.0,32.0,57.1,55.0
MP-0010,Strategy & Growth,Director,2023-12-01,168,102.0,31.0,35.0,60.6,55.0
MP-0010,Strategy & Growth,Director,2024-01-01,168,107.0,20.0,41.0,63.8,55.0
MP-0010,Strategy & Growth,Director,2024-02-01,168,78.0,18.0,72.0,46.4,55.0
MP-0010,Strategy & Growth,Director,2024-03-01,168,102.0,37.0,29.0,60.8,55.0
MP-0010,Strategy & Growth,Director,2024-04-01,168,97.0,20.0,51.0,57.6,55.0
MP-0010,Strategy & Growth,Director,2024-05-01,168,94.0,22.0,52.0,56.1,55.0
MP-0010,Strategy & Growth,Director,2024-06-01,168,86.0,33.0,49.0,51.1,55.0
MP-0010,Strategy & Growth,Director,2024-07-01,168,82.0,39.0,47.0,48.9,55.0
MP-0010,Strategy & Growth,Director,2024-08-01,168,80.0,37.0,51.0,47.7,55.0
MP-0010,Strategy & Growth,Director,2024-09-01,168,86.0,27.0,55.0,51.4,55.0
MP-0010,Strategy & Growth,Director,2024-10-01,168,97.0,28.0,43.0,57.7,55.0
MP-0010,Strategy & Growth,Director,2024-11-01,168,83.0,22.0,63.0,49.3,55.0
MP-0010,Strategy & Growth,Director,2024-12-01,168,76.0,20.0,72.0,45.4,55.0
MP-0011,Strategy & Growth,Senior Manager,2023-01-01,168,114.0,39.0,15.0,67.7,65.0
MP-0011,Strategy & Growth,Senior Manager,2023-02-01,168,113.0,27.0,28.0,67.4,65.0
MP-0011,Strategy & Growth,Senior Manager,2023-03-01,168,114.0,19.0,35.0,68.0,65.0
MP-0011,Strategy & Growth,Senior Manager,2023-04-01,168,119.0,31.0,18.0,71.0,65.0
MP-0011,Strategy & Growth,Senior Manager,2023-05-01,168,126.0,18.0,24.0,74.9,65.0
MP-0011,Strategy & Growth,Senior Manager,2023-06-01,168,87.0,27.0,54.0,52.0,65.0
MP-0011,Strategy & Growth,Senior Manager,2023-07-01,168,137.0,21.0,10.0,81.8,65.0
MP-0011,Strategy & Growth,Senior Manager,2023-08-01,168,106.0,22.0,40.0,63.0,65.0
MP-0011,Strategy & Growth,Senior Manager,2023-09-01,168,120.0,32.0,16.0,71.7,65.0
MP-0011,Strategy & Growth,Senior Manager,2023-10-01,168,121.0,34.0,13.0,72.1,65.0
MP-0011,Strategy & Growth,Senior Manager,2023-11-01,168,102.0,33.0,33.0,60.5,65.0
MP-0011,Strategy & Growth,Senior Manager,2023-12-01,168,89.0,18.0,61.0,53.1,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-01-01,168,94.0,26.0,48.0,55.8,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-02-01,168,121.0,42.0,5.0,72.2,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-03-01,168,95.0,19.0,54.0,56.3,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-04-01,168,92.0,31.0,45.0,55.1,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-05-01,168,112.0,27.0,29.0,66.7,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-06-01,168,108.0,37.0,23.0,64.5,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-07-01,168,118.0,24.0,26.0,70.2,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-08-01,168,89.0,41.0,38.0,52.7,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-09-01,168,113.0,31.0,24.0,67.0,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-10-01,168,129.0,30.0,9.0,77.0,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-11-01,168,85.0,40.0,43.0,50.6,65.0
MP-0011,Strategy & Growth,Senior Manager,2024-12-01,168,92.0,30.0,46.0,54.7,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-01-01,168,123.0,26.0,19.0,73.3,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-02-01,168,105.0,29.0,34.0,62.6,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-03-01,168,113.0,40.0,15.0,67.2,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-04-01,168,101.0,21.0,46.0,60.1,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-05-01,168,120.0,23.0,25.0,71.5,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-06-01,168,109.0,22.0,37.0,64.8,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-07-01,168,99.0,33.0,36.0,59.1,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-08-01,168,90.0,24.0,54.0,53.7,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-09-01,168,110.0,25.0,33.0,65.3,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-10-01,168,112.0,36.0,20.0,66.4,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-11-01,168,115.0,27.0,26.0,68.3,65.0
MP-0012,Strategy & Growth,Senior Manager,2023-12-01,168,101.0,31.0,36.0,60.1,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-01-01,168,113.0,39.0,16.0,67.2,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-02-01,168,134.0,25.0,9.0,79.5,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-03-01,168,117.0,22.0,29.0,69.5,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-04-01,168,82.0,25.0,61.0,48.6,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-05-01,168,101.0,36.0,31.0,59.9,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-06-01,168,102.0,26.0,40.0,60.7,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-07-01,168,98.0,37.0,33.0,58.5,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-08-01,168,112.0,35.0,21.0,66.5,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-09-01,168,106.0,34.0,28.0,63.3,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-10-01,168,122.0,22.0,24.0,72.8,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-11-01,168,125.0,18.0,25.0,74.2,65.0
MP-0012,Strategy & Growth,Senior Manager,2024-12-01,168,94.0,37.0,37.0,56.2,65.0
MP-0013,Strategy & Growth,Senior Manager,2023-01-01,168,101.0,35.0,32.0,60.3,65.0
